"Name","Account Category","Billing City","Billing State","Billing Postal Code","Date Subscribed","ID","Config ID","Subscription Status","Subscription Opportunity","Subscription Fee","Twitter"
"Peakside Pharmacy Care Center","Affiliate","Harrisonburg","VA","22801","04/15/2015","8e7f218b-eee3-5dea-c297-525ed892f79f","","","Website Only Yearly","","Yes"
"Summerville Pharmacy","Affiliate","Augusta","GA","30904","","9311f0dd-5435-335c-960d-5228e6594f7e","","","","","Yes"
"Lula Pharmacy & Foothills Gift Shop","Affiliate","Gainesville","GA","30554","","afb234ad-1201-0775-ad16-5217c65934e6","","","Digital Marketing (Base)","","Yes"
"Sentry Drug - Alexandria","Affiliate","Alexandria","LA","71301","","5adba0a5-793f-e88b-d06f-52a9f3e6e875","","","","","No"
"Okie's Pharmacy","Affiliate","Maynardville","TN","37807","","562d309d-41b2-03da-a349-5329b6059182","","","Pro Monthly","","No"
"Kingman Drug","Affiliate","Kingman","KS","67068","08/21/2015","e3330b4d-ad92-25c0-6515-51e40664f971","","","Pro Monthly","","No"
"Sherwood Hall Care Pharmacy","Affiliate","Alexandria","VA","22306","","48548f64-18e6-77b2-793a-527d160d6d86","","","","","Yes"
"Fairplay Pharmacy","Affiliate","Fairplay","CO","80440","","adeba78f-2d5b-9811-ca82-535eb76004e7","","","","","No"
"H & W Drug Store - Westbank","Affiliate","Marrero","LA","70072","","a65bf77e-156a-6a21-b8df-560973a6f70d","","","","","No"
"Medical Center Pharmacy","Affiliate","Dodge City","KS","67801","","80a75861-06e5-e99d-e715-547f6bbbb513","","","Website Only Yearly","","Yes"
"Mill Hall Pharmacy","Affiliate","Mill Hall","PA","17751","","11233f9a-87fb-cd70-24c0-52b88716851a","","","","","No"
"Seton Healthcare Family","Affiliate","Austin","Texas","78703","","715b0276-6526-116f-ba28-523c7513169d","","","","","No"
"Delran Pharmacy","Affiliate","Delran","NJ","08075","","254c005b-a558-f12b-6d9c-53d667f2f41c","","","Mobile (Monthly)","","Yes"
"University of North Texas - TPA Chapter","Affiliate","","","","","355398f1-ad56-9403-a69d-53232452c73f","","","","","No"
"The Medicine Shoppe #1134 Euclid","Affiliate","Saint Louis","MO","63109","","758301ed-2e66-9f5c-0bae-53078b507750","","","","","No"
"Bluegrass Drug Center","Affiliate","Bedford","KY","40006","","9bfda098-5aea-1713-6a80-52a0ac422870","","","Pro Monthly","","No"
"Blake's Family Pharmacy (Parent)","Affiliate","Ville Platte","LA","70586","","78b77a24-22c3-8b6f-f68c-52a9f3578e3f","","","","","No"
"Pharmtrust Pharmacy","Affiliate","Sugarland","TX","77478","05/18/2015","4ac9dd83-407a-35e5-0019-5359752b657b","2812012627","","Premier Monthly","","Yes"
"Rawhide Drug- (Child)","Affiliate","Lusk","WY","82225","","f20087b7-4622-4350-c967-535eb7a6006f","","","Prime Free NCPA Member Benefit","","No"
"Moffitt Cancer Center","Affiliate","Tampa","Florida","33612","","8575b328-6733-415a-22db-514b2f195564","","","","","No"
"Truxtun Pharmacy","Affiliate","Bakersfield","CA","93309","","4856bfae-4a1b-c7a3-f34a-520e8d97a248","","","Prime Free NCPA Member Benefit","","Yes"
"Four States Pharmacy","Affiliate","Galena","KS","66739","","c16779ff-665b-e838-d665-520944bdfe43","","","","","Yes"
"Viewmont Pharmacy","Affiliate","Hickory","NC","28603","08/12/2015","bc395df6-25dd-e49c-e4ad-54a6d428cab5","8283221816","","Premier Yearly","","No"
"Puckett Discount Drug","Affiliate","Mangum","OK","73554-1618","10/19/2015","85815e8c-0f56-4db5-9ae5-557b02949c31","","","Premier Monthly","","No"
"Darren Chu D.D.S. Inc.","Affiliate","Anaheim","CA","92807","","6e9fb620-aa41-f6ba-35c3-53ac6107fd2c","","","","","No"
"Adams Drug Store","Affiliate","Cordele","GA","31015","","fe6007e7-a592-60ad-9b93-535975cff5e2","","","Pro Monthly","","Yes"
"La Conner Drug","Affiliate","LaConner","WA","98257","","543b33df-9298-ebd7-7d6b-51a7cf16582c","","","","","Yes"
"Dixie Pharmacy","Affiliate","Colfax","LA","71417","","d7570d86-d615-bd14-41f1-52a9f3d33ede","","","","","No"
"Pleasant View Pharmacy","Affiliate","Pleasant View","TN","37146","04/23/2015","b3c6bfbe-2207-91b3-2670-553671fa8f43","6157468432","","Mobile (Monthly)","","Yes"
"Cutter's Hi-School Pharmacy - (Child)","Affiliate","Molalla","OR","97038","","9e85da73-bb94-76e1-7613-52ae1104e794","","","Pro Yearly","","Yes"
"Groesbeck City Drug","Affiliate","Groesbeck","TX","76642","","2b0ae5ff-01ad-2ea5-bac3-51f7ea25d90e","","","","","Yes"
"Change Counseling","Affiliate","","","","","91e7cc21-6240-0942-8c7e-508ef61201e1","","","","","Yes"
"Hayat","Affiliate","","","","","6238a58a-4651-2fa4-9aeb-53fbb323fbfe","","","","","No"
"Dean's Long Term Care Pharmacy (child)","Affiliate","Centre","AL","35960-1631","","1197d957-e82f-283e-c76c-557b05fd60fe","","","","","No"
"White Drug-Grafton","Affiliate","Grafton","ND","58237","","184c9afe-c3ad-2f6b-5fe6-522f7b2e21b8","","","","","No"
"Delray Shores Pharmacy","Affiliate","Delray Beach","FL","33445","","89ca03b0-090a-4658-41db-52122349bed1","","","Pro Yearly","","Yes"
"South Fork Pharmacy","Affiliate","Moorefield","WV","26836","","5646b554-8e88-5a80-5b64-535a796fe847","","","","","No"
"Flud","Partner","","","","","abfc30eb-fc77-8b0a-1714-50a56d5c2d76","","","","","No"
"Zikam Neighborhood Pharmacy","Affiliate","San Antonio","TX","78259","","8d924e10-0e83-e413-7740-54b3fcfb0a93","2105035063","","Pro Monthly","","Yes"
"Sam's Health Mart Pharmacy - North Moberly","Affiliate","Moberly","MO","65270","","5cc562e9-5f74-8586-91e6-524b37733bdf","","","","","No"
"Glenn's Family Pharmacy","Affiliate","Opelousas","LA","70570","","c9d90d12-8165-e349-3d4f-52a9f3d10a1d","","","","","No"
"Senior Care Pharmacy","Affiliate","Lakeland","FL","33815","","d2c70aec-45c8-67b3-4681-526163449aad","","","","","No"
"Elgin Medicine Shop","Affiliate","Elgin","TX","78621","09/23/2015","84608621-4117-193a-35ed-5302891f2464","5122856308","","Premier Monthly","","No"
"Standard Pharmacy CPA","Affiliate","Fall River","MA","02724","","7be6bb70-b39f-8095-9420-53e27d819b55","","","","","Yes"
"Total Care Pharmacy","Affiliate","Flemingsburg","KY","41041","","a5ea889e-6150-582d-7fb8-5193aa64d366","","","","","Yes"
"The Village Pharmacy","Affiliate","Gaithersburg","MD","20886","09/01/2015","26df95fc-ee5c-3d7e-8e81-55d786fd80ca","2409127784","","Mobile (Monthly)","","No"
"Weatherly Comm Pharmacy","Affiliate","Weatherly","PA","18255","","475836b4-6c86-3d66-4d11-52b887ea70d9","","","","","No"
"Spectra Specialty Pharmacy - Richmond","Affiliate","Richmond,","Texas","77469","","cca7e709-25ae-2903-34ac-553a9929f4c8","","","","","Yes"
"Thomas Pharmacy","Affiliate","Laurel","MS","39440","05/27/2015","ba64cf7f-c6a1-e3c8-da3c-53597885b867","6014285977","","Platinum Monthly","","Yes"
"Fisher's Pharmacy","Affiliate","Bedford","PA","15522","","3c075a9d-1528-eb3a-244d-550853e8e1ac","8146235512","","Mobile (Yearly)","","Yes"
"Kanan Pharmacy And Medical Supplies","Affiliate","Agoura Hills","CA","91301","08/31/2015","899b0ee9-eb22-99ff-325f-535975c720fd","8188893070","","Platinum Yearly","","No"
"Groveway Pharmacy","Affiliate","Houston","TX","77087","","9b677048-c32e-687f-cdcf-54aae8eb2d4f","","","","","Yes"
"Gateway Pharmacy of Clare Parent","Affiliate","","MI","","","69bd04b2-7254-e406-3e8e-54932adcca51","","","","","No"
"New Parrino Drugs","Affiliate","Bunkie","LA","71322","","f3cd72a9-3e3c-3633-10c7-52a9f300f215","","","","","No"
"Baptist Hospitals of Southeast Texas","Affiliate","","","","","5521c917-18f6-c10e-156c-506dbe0609e2","","","","","Yes"
"Horsham Square Pharmacy","Affiliate","Warminster","PA","18974","","de1c99f8-ac5d-8d43-3bc2-52b88661b7d0","","","","","No"
"Brent Family Pharmacy","Affiliate","Oquawka","IL","61469","","c5a61440-de71-82e1-eb9c-525f210b7400","3098673784","","Pro Yearly","","Yes"
"Georgia Pharmacy Association","Partner","Atlanta","GA","30324","","efe67b87-89ed-3035-1f59-52615089225c","","","Pro Monthly","","No"
"Wise Pharmacy","Affiliate","Lakewood","CO","80123","","6ac407d5-8fd7-5d49-e99d-535eb7fdcb76","","","Pro Monthly","","No"
"Thrifty White Pharmacy-Lake Park","Affiliate","Lake Park","MN","56554","","448911ef-db3c-94a0-4105-522f7b276134","","","","","No"
"Doc's Drugs Manhattan (child)","Affiliate","Manhattan","IL","60442","","e356ac4f-ff88-c5b5-e4b1-524f102b174f","","","","","No"
"Austin Cancer Center Georgetown","Affiliate","Georgetown","Texas","78626","","7f694d25-b5a1-9dce-6d6a-51ddce416b0f","","","","","No"
"Ely Drugs of Glasgow","Affiliate","Glasgow","KY","42141","","3f92d15d-c640-23d2-2a3d-528ba54c3b4a","2706518359","","Pro Monthly","","Yes"
"Ben's Pharmacy - Kirkfield","Affiliate","Kirkfield","ON","ON K0M 2E0","","bc105a09-167f-8e94-4a0c-527a6c7e7f59","","","","","No"
"The Medicine Shoppe #1196 Great Bend","Affiliate","Great Bend","KS","67530","","ee3fb032-ed7f-9f7c-6372-53078b8509e4","","","","","No"
"Pharmax Pharmacy - Bonne Terre","Affiliate","Bonne Terre","MO","63628","","6429732a-b57f-d5bc-4561-5359764bda88","","","Digital Marketing (Base)","","Yes"
"Texas Star Pharmacy","Affiliate","Plano","TX","75023","09/21/2015","e9735c76-02a4-b61a-8024-51e4164258d8","9725198475","","eNewsletter Monthly","","Yes"
"Medicine Man Rathdrum","Affiliate","Rathdrum","ID","83858","","45bea30e-62ee-dc05-9204-52001e1ac80a","","","","","No"
"The Medicine Shoppe - Bellevue OH","Affiliate","Bellevue","OH","44811","","8dac48c2-b3f0-5eee-fd9b-53078be72ab3","4194833784","","","","No"
"Greenbrier Medical Arts Pharmacy","Affiliate","Lewisburg","WV","24901","","e79ce179-78f4-57d8-9b8a-531799cc01f7","","","","","No"
"Klinger Pharmacy","Affiliate","West Unity","OH","43570","07/08/2015","2a0d6831-9d58-48cf-6ee8-5359758f5bef","4199242444","","Platinum Yearly","","Yes"
"Country Squire Pharmacy","Affiliate","Fremont","MI","49412","","a29688d2-42a9-d00e-02d4-53078b4a2ce1","","","","","No"
"U.S. Drug Mart - Ferris, TX","Affiliate","Ferris","TX","75125","","296907bc-6b59-cabf-fd6b-5384aeb22c9c","9725443660","","Pro Yearly","","No"
"Blank's Pharmacy","Affiliate","Covington","KY","41011","06/17/2015","53dba7d4-24b9-632d-74ba-535975660c65","8592611313","","Pro Monthly","","Yes"
"Mangham Rx","Affiliate","Mangham","LA","71259","","84afa66d-7c4c-672a-a43e-52a8e13e8347","","","","","Yes"
"Atkins Express Health Mart Pharmacy","Affiliate","Marble Falls","TX","78654","08/06/2015","3e575aee-8ac7-1863-06d6-52388b01ef94","8306932972","","Premier Monthly","","No"
"Winnsboro Drug Store","Affiliate","Winnsboro","LA","71295","","d86fa043-6494-96c5-d70b-52a9f383c82c","","","","","No"
"Scott & White Pharmacy - Killeen","Affiliate","Killeen","TX","76543","","14b2d37d-c539-c4be-ed8c-52a600e1009b","","","","","No"
"Hope Pharmacy","Affiliate","Houston","TX","77008","09/04/2015","9929c6bc-3399-78ac-7be9-535975d05602","7138640100","","Premier Monthly","","No"
"Mountainwest Apothecary- (Child)","Affiliate","Bountiful","UT","84010","","c9635150-608c-3a28-1f47-51f7ea170f22","","","Pro Monthly","","Yes"
"Pill Box Health Pharmacy","Affiliate","Corvallis","Oregon","97330","","4c791842-8b2b-8dfe-c928-548f51d4b48d","","","Prime Free NCPA Member Benefit","","Yes"
"Health Wise Pharmacy","Affiliate","Westlake","LA","70669","","34df8b04-7df7-2d2b-9fbb-52a9f37e28c4","","","","","No"
"The Woodlands Compounding Pharmacy","Affiliate","Spring","TX","77381","10/07/2015","bf7db013-51c7-2694-fbea-535975a1d965","2814191340","","","","No"
"Nicole Montague, MFT","Affiliate","Grass Valley","CA","95945","","7389b553-2a33-8023-45b4-52703e5aa7a9","","","","","No"
"Florala Pharmacy","Affiliate","Florala","AL","36442","08/17/2015","29263904-4ac0-84af-6cfa-535974269702","","","","","No"
"Barbara Bennett, LMFT","Affiliate","West Hartford","CT","06107","","a5fbc4be-f2f2-2dbb-872a-52728041d52b","","","","","No"
"Beacon Prescriptions - Terryville","Affiliate","Terryville","CT","06768","","ae972e65-e98b-87a4-2d7b-5256c1b3e2e6","","","","","No"
"Family Drug Store of Jennings","Affiliate","Jennings","LA","70546","","e051e61b-10bb-ade0-19e9-52a9f3d5c08c","","","","","No"
"Bayou Lacombe Pharmacy","Affiliate","Lacombe","LA","70445","06/26/2015","41912b6c-9086-4308-2b5b-535974d99217","9858822828","","Premier Monthly","","No"
"Advant-Edge Pharmacy","Affiliate","EL PASO","TX","79935","","226d4558-c844-c2f0-319c-520e998e0d71","9155950409","","Pro Yearly","","No"
"Rayville Family Pharmacy, LLC","Affiliate","Rayville","LA","71269-3523","09/01/2015","c3cf9b88-073a-27a4-2b90-52a9f3b716ea","3187282430","","Platinum Monthly","","No"
"The Medicine Shoppe Aliquippa","Affiliate","Aliquippa","PA","15001","06/23/2015","cc1b90da-8798-86e9-d4e4-551ec87a19d6","7243755561","","Pro Yearly","","No"
"Fort Wayne Custom Rx","Affiliate","Fort Wayne","IN","46825","","78d843e1-f7d3-fe72-9720-520e8da7cb87","","","","","Yes"
"Medicap Pharmacy #8008 Urbandale","Affiliate","Urbandale","IA","50322","","cedaf39e-57ca-c6a0-dfa2-53078b53d123","","","Pro Monthly","","No"
"Hometown Pharmacy - Georgetown","Affiliate","Georgetown","KY","40324","08/27/2015","c7dc4912-f2c4-3c71-40ee-55c271765766","5028633784","","","","No"
"Hayek's Shorewood Pharmacy","Affiliate","Milwaukee","WI","53211","","84f16cd8-c735-a086-53a3-53078b448a77","","","Pro Yearly","","No"
"Good Value Larsen-Mayer","Affiliate","Kenosha","WI","53144","","264dd5f6-1bda-2774-542b-53078bccc912","","","","","No"
"Farmacia Cuatro Pharmacy","Affiliate","Chicago","IL","60639","","6ba59d92-9874-151d-4c3b-53078b9a164d","","","Prime Free NCPA Member Benefit","","No"
"Cedar Creek Pharmacy","Affiliate","De Soto","KS","66018","","15d9e33a-2682-d157-b246-51dc58106815","","","","","Yes"
"Community Medicine Pharmacy- Chester","Affiliate","Chester","SC","29706","","c4660a9d-936e-65ec-71e4-54ca8d6c6c7b","","","","","No"
"The Medicine Place Sweetwater","Affiliate","Sweetwater","TX","79556","06/22/2015","d1f49498-f238-735f-1cbb-54da245364e2","3252366809","","Premier Yearly","","No"
"Means-Lauf Super Drug","Affiliate","Brookville","PA","15825","","4ec09264-ab74-722f-327f-525c6c04a6fc","","","","","Yes"
"Nutritionist","Affiliate","","","","","c3d76fdd-e795-298b-7f3c-51c215fb3909","","","","","No"
"Bob Johnson's Pharmacy","Affiliate","SEATTLE","WA","98117","","889cab8b-708d-934b-31ef-520e8d8f14da","","","Mobile (Monthly)","","Yes"
"Doc's Drugs Manteno (child)","Affiliate","Monee","IL","60449","","2a489c38-0b54-63d8-e365-524f1068ba97","","","","","No"
"The Family Center","Affiliate","Madison","WI","53717","","230fbc4f-0537-480c-05d0-52728556fec5","","","","","No"
"Westside Pharmacy & Medical Supply (child)","Affiliate","Santa Cruz","CA","94560","","9a1a50d3-4006-06c4-ab93-5212311b862f","","","Mobile (Monthly)","","Yes"
"Kahala Times Pharmacy","Affiliate","Honolulu","HI","96816","","617e61f3-1f61-5761-c01e-52210b253e47","","","","","No"
"Gold Hill Pharmacy","Affiliate","Gold Hill","OR","97525","","12eb9760-256f-a275-a2db-51f7ea51b2ab","","","Pro Monthly","","Yes"
"Thrifty White Pharmacy-Springfield","Affiliate","Springfield","MN","56087","","973f0fea-1c9b-cca3-5160-522f7bbad5df","","","","","No"
"Ordway HealthMart","Affiliate","Ordway","CO","81063","","6e64492c-7a05-428d-6d57-535eb27363ee","","","Pro Monthly","","No"
"East River Sav-Mor #100","Affiliate","Southgate","MI","48195","","d2128cc8-bdad-a2c2-78e2-52b49ca2f1ad","","","","","No"
"Docs Pharmacy Inc.","Affiliate","Charlotte","NC","28208","","2012f208-ee71-1831-6b50-527401253f70","7049006001","","Pro Monthly","","Yes"
"Islip Pharmacy & Surgical","Affiliate","Islip","NY","11751","","97c144d2-2958-e861-221b-51b757cdc444","","","Mobile (Monthly)","","Yes"
"Drug Loft Pharmacy","Affiliate","New York","NY","10029","","9f5a1565-bf03-e024-47f7-5359754c0c38","2129969499","","Platinum Monthly","","No"
"Ambulatory Care Pharmacy","Affiliate","Rockville","MD","20850","","b4c2971e-d697-7982-97c2-527d16fb0a10","","","Website Only Monthly","","Yes"
"Monticello Drugs","Affiliate","Monticello","GA","31064","","6590d07b-438e-0357-0e49-555f73543829","","","","","No"
"Schwieterman's Pharmacies","Affiliate","Wapakoneta","OH","45895","","601f0ee1-f997-c825-c09d-53597566e44d","","","","","No"
"Farmacia Central","Affiliate","New York","NY","10040","","ea989487-7e11-4449-b7f3-525ee1fc65ca","2129425050","","","","Yes"
"Crystal Pharmacy","Affiliate","Moultrie","GA","31768","","4f758acb-e07b-d2c4-982b-5453d6dd88ac","2299854137","","Pro Yearly","","Yes"
"The Medicine Shoppe Pharmacy - Sterling, IL","Affiliate","Sterling","IL","61081","","c40e4393-5985-13be-50ff-520e99b68abc","","","Prime Free NCPA Member Benefit","","Yes"
"State Street Pharmacy","Affiliate","Aberdeen","SD","57401","","ad7009bd-ab28-d0aa-3d88-51acafc4adb9","","","Pro Monthly","","Yes"
"City Drug Store-International Falls, MN","Affiliate","International Falls","MN","56649","","8e24730c-0284-d0ef-499b-51d2d8a277fb","","","Prime Free NCPA Member Benefit","","Yes"
"Bridgeport Pharmacy","Affiliate","Chicago","IL","60616","","1c71e7b5-315b-8f0f-9fac-53fdf2e86072","3127919000","","Prime Free NCPA Member Benefit","","Yes"
"Lone Star Family Health Center","Affiliate","","","","","80e70cb2-78f9-cf87-13b3-506e0704bca6","","","","","No"
"Americus Pharmacy","Affiliate","Allentown","PA","18104","","3b1cc402-6025-5088-4234-52b886b9fa55","","","","","No"
"University of Texas - TPA Chapter","Affiliate","","","","","82ab7e9f-05d2-5ed0-d492-5323211839ac","","","","","No"
"Baya Pharmacy West","Affiliate","Lake City","FL","32055","","bdd462b0-69f1-612d-f0c1-51e6b3617ed2","","","Mobile (Monthly)","","No"
"The Medicine Shoppe Pharmacy - Pittsburgh","Affiliate","Pittsburgh","PA","15213","","e1f1f453-5afb-f1e4-db62-5213a79cc70d","","","","","Yes"
"Pharmacare Hawaii","Affiliate","Honolulu","HI","96819","","80bf6588-88f1-5505-65b2-5329c0ca6ef7","","","Platinum Monthly","","No"
"Medicap Pharmacy #8158 Grand Forks","Affiliate","Grand Forks","ND","58201","","5039f25b-c48c-a6a8-e528-53078b0d5c14","","","","","No"
"Valley Breast Care","Affiliate","","","","","2e7dd504-d623-b8f7-d2fa-5114352a611a","","","","","Yes"
"West Bend Hometown Pharmacy","Affiliate","West Bend","WI","53095","","879c9779-c758-20ed-6c96-51dc584a2921","","","","","Yes"
"Shawsville Pharmacy","Affiliate","Shawsville","VA","24162","","525bed8a-c9ff-47eb-3312-520e4b1818b7","","","Pro Monthly","","Yes"
"Ben's Pharmacy - Orillia (200 Memorial Ave.)","Affiliate","Orillia","ON","L3V 5X6","","c57f23f3-3358-ecff-c0e4-526156bf3070","","","","","No"
"8th Street Pharmacy","Affiliate","Philadelphia","PA","19147","","6b8fdcb1-38fb-d9ce-a23e-52b886ea0f16","","","","","No"
"Professional Pharmacy Compounding Center","Affiliate","Williamsburg","Va","23185","10/01/2015","7a67ca44-67be-0219-e6f1-553161477a7c","7572293560","","Premier Monthly","","Yes"
"T.B. Bond Pharmacy","Affiliate","Hillsboro","TX","76645","","172671a0-34ec-d14f-4487-5435669782f6","","","Website Only Monthly","","Yes"
"Papas Pharmacy","Affiliate","Bronx","NY","10466","","6eb4738f-d2ed-1bc4-35d5-520e99717733","3479479500","","Website Only Monthly","","Yes"
"Beacon Prescriptions","Affiliate","Bristol","CT","06010","","9df51aa6-6117-b3d4-dbf1-52547fb92585","","","","","Yes"
"Meche's Family Drugs","Affiliate","Rayne","LA","70578","","1e491bd1-67e2-ccc3-6620-52a9f38ebf9e","","","Platinum Monthly","","No"
"Ritch's Pharmacy","Affiliate","Mountain Brook,","AL","35223","09/02/2015","3be4c747-42dc-e6ad-5c35-55d34ca8d9bb","2058711141","","","","No"
"Downingtown Pharmacy","Affiliate","Downingtown","PA","19335","","c435d6de-c99d-f70d-2cef-52b8864ce963","","","","","No"
"Grafton Drug","Affiliate","Grafton","ND","58237","","b4fa5e56-199d-ccb0-3673-544e70fee014","","","Premier Monthly","","Yes"
"Cleburne Drug","Affiliate","Cleburne","TX","76033","","37a13de4-3d6d-854f-ca90-5187cae4aaea","8176452415","","Pro Monthly","","Yes"
"Good Day Pharmacy- Hays Market","Affiliate","Johnstown","CO","80534","","716586bc-cf1d-2d78-cfc0-52ab2bc82768","","","","","No"
"DNA pharmacy","Affiliate","Houston","TX","77028","","946ffc10-691c-60ec-8d93-517abb56f060","7136333362","","Premier Monthly","","Yes"
"Melrose Pharmacy","Affiliate","Phoenix","AZ","85013","","5d170fdc-ff30-af92-7d96-535eb2974410","6022774714","","Compounding+ Monthly","","Yes"
"Bostick's Prescription Pharmacy","Affiliate","Piketon","OH","45661","","e9490dca-01b2-d5ed-d8d6-525c2b29a940","","","Pro Monthly","","Yes"
"Integrative Oncology Essentials","Affiliate","Las Vegas","NV","","","42ebaaa5-c301-7164-9b50-5193feb0b5f9","","","","","Yes"
"Professional Pharmacy - Pottstown","Affiliate","Pottstown","PA","19464","","c8620f28-c7eb-6aa5-43cb-52b8870a7f51","","","","","No"
"Homer Drug Company","Affiliate","Homer","GA","30547","08/20/2015","f3fc550d-efc0-ce54-ba31-52740c1b56cc","7066773223","","","","No"
"Arch Pharmacy","Affiliate","Philadelphia","PA","19107","","e7f77aeb-3ab5-bfae-8884-52b88696ba26","","","","","No"
"Houma Family Drugs","Affiliate","Houma","LA","70360","","60c413d9-4bad-ef2a-edb2-530e1f7bdec6","","","Platinum Monthly","","No"
"Thrifty White Pharmacy-Breckenridge","Affiliate","Breckenridge","MN","56520","","3f43d5a4-db9a-6508-ef02-522f7bd6d540","","","","","No"
"North Fort Myers Prescription Shop (child)","Affiliate","North Fort Myers","FL","33903","","d6d0fe2c-f46b-59ba-71e3-5359751bc87d","","","","","No"
"Doc's Drugs Henry (child)","Affiliate","Henry","IL","61537","","7caf0849-4f45-a83b-ed7c-524f109a48d4","","","","","No"
"Prescription Shoppe - Barstow","Affiliate","Barstow","CA","92311","","370f09b2-c174-03c6-89a9-54528bbb2313","","","Pro Monthly","","No"
"Letassy Pharmacy","Affiliate","Poplar Bluff","MO","63901","","b84a1ada-0537-e5d3-e7ff-535975031dac","5737858421","","Pro Monthly","","Yes"
"Options Counseling and Family Services","Affiliate","Eugene","OR","97401","","e9f209d9-aee1-48fd-f4ab-527285cf3f00","","","","","No"
"The Medicine Shoppe Pharmacy - Monroeville, AL","Affiliate","Monroeville","AL","36460","09/17/2015","57823985-5a9e-e469-014b-520e991df92c","2515759656","","Pro Yearly","","Yes"
"Camden Village Pharmacy","Affiliate","Camden","OH","45311-1007","","d959afaa-5448-1d27-3154-535975a2c7ee","9374521263","","Pro Yearly","","Yes"
"Medicine Man Hayden","Affiliate","Hayden","ID","83835","","395e30c8-6a6e-6c43-2548-520020d992bd","","","","","No"
"Sollon Pharmacy","Affiliate","Canonsburg","PA","15317","","ec127a90-fbac-c9b7-8f5a-52b887d1acf9","","","","","No"
"Stanley Pharmacy Compounding Center","Affiliate","Searcy","AR","72143","","87b455b2-34a8-7ccf-2bda-533240039c27","5013054108","","Pro Monthly","","Yes"
"Clark Drugs (Child)","Affiliate","Munfordville","KY","42765","","ddf3ca55-9a73-c201-7407-520e6fc1e94d","","","","","Yes"
"Howard's Pharmacy","Affiliate","Simpsonville,","South Carolina","29681","","1e110ab5-13f7-503b-ae46-553e93a076e9","","","Mobile (Monthly)","","Yes"
"Don's Pharmasave","Affiliate","Marksville","LA","71351","","99260eeb-4df3-d9ee-9ed7-52a72b2efa2f","","","","","Yes"
"Checotah Pharmacy","Affiliate","Checotah","OK","74426","","1eeb0ffc-a98b-8935-7138-51cb107d37fd","","","Premier Monthly","","Yes"
"Madison Apothecary","Affiliate","Madison","IN","47250","","41f2632e-d31c-072e-d01c-51d2dbc81006","","","Mobile (Monthly)","","Yes"
"Gibbs Pharmacy","Affiliate","Lebanon","TN","37087","09/15/2015","7b3d91a0-efc7-5194-a439-5502086edf52","6154493355","","Mobile (Monthly)","","No"
"HealthRX Specialty Pharmacy","Affiliate","Glendora","CA","91740","","2c5435a0-c68e-6e01-ea9e-554a84d6fb61","6263354777","","","","Yes"
"Rockbridge Pharmacy","Affiliate","Lexington","VA","24450","09/22/2015","d1ab0b99-3d89-1504-0bb6-560168efc661","5404634001","","Mobile (Monthly)","","No"
"Jeff's Valley Healthmart","Affiliate","Colorado City","CO","81019","","ed563478-f76c-999f-39c4-555d0307935f","","","","","No"
"Americo Pharmacy","Affiliate","Dearborn","MI","48128","06/05/2015","7eca90fd-29a7-ba86-358c-5571d310912d","3135637777","","Pro Monthly","","No"
"South Miami Pharmacy","Affiliate","Miami","FL","33143","","b1f47443-e656-5c56-a1dd-520e99f4c786","3057409696","","","","No"
"Medcity Pharmacy (child)","Affiliate","Yulee","Florida","32097","","42c090aa-8150-b61c-8722-53f399f5af89","","","Pro Monthly","","Yes"
"The Honest Apothecary","Affiliate","","","","","2eae4bc5-fb1d-4c69-fd58-5148a23c5c0f","","","","","No"
"Vail Valley Pharmacy","Affiliate","Edwards","CO","81632","","b39bd029-0ec9-9eb7-3a49-5115125bc414","9705694150","","Compounding+ Monthly","","Yes"
"Pine Knob Sav-Mor Pharmacy #6","Affiliate","Pontiac","MI","48340","","6dfee8b3-1652-1e3d-0be2-52b49cbc0bec","","","","","No"
"Tidewater Pharmacy","Affiliate","Mechanicsville","MD","20659","","1fc8b499-089d-8338-564e-522f66079a2b","","","","","No"
"Southampton Family Pharmacy","Affiliate","Southhampton","PA","18966","","9fdc49b0-a628-d6b4-42ee-52b887331449","","","","","No"
"UVANTA Pharmacy - Central Illinois","Affiliate","Chatham","IL","62629","","a9c0e250-e1fb-8ffa-dfe8-51c8a12177b0","","","","","No"
"Lacey Drug Company - Marietta, GA","Affiliate","Marietta","GA","30060","","db54dd35-137d-c730-e66b-52375aff73f1","","","","","No"
"DLS Pharmacy","Affiliate","McAllen","TX","78501","04/23/2015","36c08c4b-3fc1-8a29-eec6-55313d6ad82c","9566317900","","Pro Monthly","","Yes"
"The Medicine Shoppe #1096","Affiliate","West Hartford","CT","06119","08/25/2015","10e9c44b-dbdc-6fb1-3729-5359752bf8f3","","","Website Only Monthly","","No"
"Golden Health Pharmacy LLC","Affiliate","Sterling","Va","20164","","b3a3db41-3a64-b433-dbef-5405e20b9296","","","Prime Free NCPA Member Benefit","","Yes"
"Spindale Drug Company","Affiliate","Spindale","NC","28160","","bd05108a-70c4-b138-8320-520e991a7cbd","","","","","Yes"
"Indian Head Pharmacy","Affiliate","Indian Head","MD","20640","","c2bef5c0-ee54-a2af-c28e-527d16add4e2","","","","","Yes"
"Cottonport Corner Drug","Affiliate","Cottonport","LA","71327-3757","","9ef377ac-edd5-8406-11fd-52a9f38ef666","","","","","No"
